cell_set_accession	cell_label	cell_fullname	parent_cell_set_accession	parent_cell_set_name	labelset	cell_ontology_term_id	cell_ontology_term	rationale	rationale_dois	marker_gene_evidence	synonyms	neurotransmitter_accession	neurotransmitter_rationale	neurotransmitter_marker_gene_evidence	original_label	cell_set_designation	cell_set_alias	cell_set_structure	cell_set_ontology_tag	cell_set_alias_assignee	taxonomy_id
CS202106160_171	171_L2/3 IT CTX	171_L2/3 IT CTX	CS202106160_494	L2/3 IT CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						171_L2/3 IT CTX	CTX-HPF 171	171_L2/3 IT CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_249	249_L5 PT CTX	249_L5 PT CTX	CS202106160_528	L5 PT CTX	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						249_L5 PT CTX	CTX-HPF 249	249_L5 PT CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_78	78_Sst HPF	78_Sst HPF	CS202106160_444	Sst	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						78_Sst HPF	CTX-HPF 078	78_Sst HPF	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_50	50_Vip	50_Vip	subclass_label:a547e761cb	Vip	cluster_label				https://doi.org/10.1016/j.cell.2021.04.021						50_Vip	CTX-HPF 050	50_Vip	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_585	CA2-IG-FC	CA2-IG-FC	class_label:de8ed2ce0f	Glutamatergic	subclass_label	CL:0002608	hippocampal neuron		https://doi.org/10.1016/j.cell.2021.04.021						n197	CTX-HPF 359-360	CA2-IG-FC	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_subclass_label:d88cf82cba	L5 IT CTX	L5 IT CTX	class_label:de8ed2ce0f	Glutamatergic	subclass_label	CL:4023048	L4/5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex														
CS202106160_538	L5/6 NP CTX	L5/6 NP CTX	class_label:de8ed2ce0f	Glutamatergic	subclass_label	CL:4023043	L5/6 near-projecting glutamatergic neuron of the primary motor cortex		https://doi.org/10.1016/j.cell.2021.04.021						n150	CTX-HPF 264-270	L5/6 NP CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_subclass_label:40ec201664	L4/5 IT CTX	L4/5 IT CTX	class_label:de8ed2ce0f	Glutamatergic	subclass_label	CL:4023048	L4/5 intratelencephalic projecting glutamatergic neuron of the primary motor cortex														
CS202106160_578	CA3	CA3	class_label:de8ed2ce0f	Glutamatergic	subclass_label	CL:0002608	hippocampal neuron		https://doi.org/10.1016/j.cell.2021.04.021						n190	CTX-HPF 349-358	CA3	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_551	CT SUB	CT SUB	class_label:de8ed2ce0f	Glutamatergic	subclass_label	CL:0008031	cortical interneuron		https://doi.org/10.1016/j.cell.2021.04.021						n163	CTX-HPF 294-297	CT SUB	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_subclass_label:9c706e279e	L2/3 IT ENTl	L2/3 IT ENTl	class_label:de8ed2ce0f	Glutamatergic	subclass_label	CL:4023040	L2/3-6 intratelencephalic projecting glutamatergic neuron														
CS202106160_subclass_label:f5fad7e30c	Endo	Endo	class_label:b7c6ca690a	Non-Neuronal	subclass_label	CL:0000115	endothelial cell														
CS202106160_480	L3 IT ENT	L3 IT ENT	class_label:de8ed2ce0f	Glutamatergic	subclass_label	CL:4023047	L2/3 intratelencephalic projecting glutamatergic neuron of the primary motor cortex		https://doi.org/10.1016/j.cell.2021.04.021						n92	CTX-HPF 135-140	L3 IT ENT	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_441	Sst Chodl	Sst Chodl	class_label:0ecf35ea0b	GABAergic	subclass_label	CL:4023121	sst chodl GABAergic cortical interneuron		https://doi.org/10.1016/j.cell.2021.04.021						n53	CTX-HPF 063-065	Sst Chodl	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_subclass_label:10db4e9506	L6 IT CTX	L6 IT CTX	class_label:de8ed2ce0f	Glutamatergic	subclass_label	CL:4023050	L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex														
CS202106160_subclass_label:da99a9426c	CR	CR	class_label:de8ed2ce0f	Glutamatergic	subclass_label	CL:0000695	Cajal-Retzius cell														
CS202106160_subclass_label:5d7a3b937f	L2/3 IT PPP	L2/3 IT PPP	class_label:de8ed2ce0f	Glutamatergic	subclass_label	CL:4023040	L2/3-6 intratelencephalic projecting glutamatergic neuron														
CS202106160_525	Car3	Car3	class_label:de8ed2ce0f	Glutamatergic	subclass_label	CL:4023013	corticothalamic-projecting glutamatergic cortical neuron		https://doi.org/10.1016/j.cell.2021.04.021						n137	CTX-HPF 236-238	Car3	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_subclass_label:ae2c9ed8f1	Astro	Astro	class_label:b7c6ca690a	Non-Neuronal	subclass_label	CL:0000127	astrocyte														
CS202106160_subclass_label:a416c5553f	SUB-ProS	SUB-ProS	class_label:de8ed2ce0f	Glutamatergic	subclass_label	CL:0000679	glutamatergic neuron														
CS202106160_444	Sst	Sst	class_label:0ecf35ea0b	GABAergic	subclass_label	CL:4023017	sst GABAergic cortical interneuron		https://doi.org/10.1016/j.cell.2021.04.021						n56	CTX-HPF 066-107	Sst	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_396	Meis2	Meis2	class_label:0ecf35ea0b	GABAergic	subclass_label	CL:4023065	meis2 expressing cortical GABAergic cell		https://doi.org/10.1016/j.cell.2021.04.021						n8	CTX-HPF 002-003	Meis2	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_548	L6 CT CTX	L6 CT CTX	class_label:de8ed2ce0f	Glutamatergic	subclass_label	CL:4023042	L6 corticothalamic-projecting glutamatergic cortical neuron		https://doi.org/10.1016/j.cell.2021.04.021						n160	CTX-HPF 278-293	L6 CT CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_498	L2/3 IT RHP	L2/3 IT RHP	class_label:de8ed2ce0f	Glutamatergic	subclass_label	CL:4023040	L2/3-6 intratelencephalic projecting glutamatergic neuron		https://doi.org/10.1016/j.cell.2021.04.021						n110	CTX-HPF 172-177	L2/3 IT RHP	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_subclass_label:86d5f48b05	Sncg	Sncg	class_label:0ecf35ea0b	GABAergic	subclass_label	CL:4023015	sncg GABAergic cortical interneuron														
CS202106160_subclass_label:a547e761cb	Vip	Vip	class_label:0ecf35ea0b	GABAergic	subclass_label	CL:4023016	VIP GABAergic cortical interneuron														
CS202106160_subclass_label:8fb647662f	L6b CTX	L6b CTX	class_label:de8ed2ce0f	Glutamatergic	subclass_label	CL:4023038	L6b glutamatergic cortical neuron														
CS202106160_528	L5 PT CTX	L5 PT CTX	class_label:de8ed2ce0f	Glutamatergic	subclass_label	CL:4023041	L5 extratelencephalic projecting glutamatergic cortical neuron		https://doi.org/10.1016/j.cell.2021.04.021						n140	CTX-HPF 239-260	L5 PT CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_subclass_label:e40986e2c0	Lamp5	Lamp5	class_label:0ecf35ea0b	GABAergic	subclass_label	CL:4023011	lamp5 GABAergic cortical interneuron														
CS202106160_subclass_label:3deb6c773a	Oligo	Oligo	class_label:b7c6ca690a	Non-Neuronal	subclass_label	CL:0000128	oligodendrocyte														
CS202106160_604	SMC-Peri	SMC-Peri	class_label:b7c6ca690a	Non-Neuronal	subclass_label	CL:0000669	pericyte		https://doi.org/10.1016/j.cell.2021.04.021						n216	CTX-HPF 380-382	SMC-Peri	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_subclass_label:ad2ac45237	L2 IT ENTl	L2 IT ENTl	class_label:de8ed2ce0f	Glutamatergic	subclass_label	CL:4023040	L2/3-6 intratelencephalic projecting glutamatergic neuron														
CS202106160_586	DG	DG	class_label:de8ed2ce0f	Glutamatergic	subclass_label	CL:0002608	hippocampal neuron		https://doi.org/10.1016/j.cell.2021.04.021						n198	CTX-HPF 361-364	DG	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_subclass_label:7ec93c83f4	L6 IT ENTl	L6 IT ENTl	class_label:de8ed2ce0f	Glutamatergic	subclass_label	CL:4023050	L6 intratelencephalic projecting glutamatergic neuron of the primary motor cortex														
CS202106160_606	VLMC	VLMC	class_label:b7c6ca690a	Non-Neuronal	subclass_label	CL:4023056	vascular leptomeningeal cell (Mmus)		https://doi.org/10.1016/j.cell.2021.04.021						n218	CTX-HPF 383-385	VLMC	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_subclass_label:bbf0716163	L5 PPP	L5 PPP	class_label:de8ed2ce0f	Glutamatergic	subclass_label	CL:4023041	L5 extratelencephalic projecting glutamatergic cortical neuron														
CS202106160_subclass_label:d636443977	L6b/CT ENT	L6b/CT ENT	class_label:de8ed2ce0f	Glutamatergic	subclass_label	CL:4023038	L6b glutamatergic cortical neuron														
CS202106160_494	L2/3 IT CTX	L2/3 IT CTX	class_label:de8ed2ce0f	Glutamatergic	subclass_label	CL:4023040	L2/3-6 intratelencephalic projecting glutamatergic neuron		https://doi.org/10.1016/j.cell.2021.04.021						n106	CTX-HPF 162-171	L2/3 IT CTX	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_463	Pvalb	Pvalb	class_label:0ecf35ea0b	GABAergic	subclass_label	CL:4023018	pvalb GABAergic cortical interneuron		https://doi.org/10.1016/j.cell.2021.04.021						n75	CTX-HPF 108-123	Pvalb	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_608	Micro-PVM	Micro-PVM	class_label:b7c6ca690a	Non-Neuronal	subclass_label	CL:0000878	central nervous system macrophage		https://doi.org/10.1016/j.cell.2021.04.021						n220	CTX-HPF 386-388	Micro-PVM	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_535	L4 RSP-ACA	L4 RSP-ACA	class_label:de8ed2ce0f	Glutamatergic	subclass_label	CL:0000598	pyramidal neuron		https://doi.org/10.1016/j.cell.2021.04.021						n147	CTX-HPF 261-262	L4 RSP-ACA	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_subclass_label:5c6ec72876	CA1-ProS	CA1-ProS	class_label:de8ed2ce0f	Glutamatergic	subclass_label	CL:0000598	pyramidal neuron														
CS202106160_544	NP PPP	NP PPP	class_label:de8ed2ce0f	Glutamatergic	subclass_label	CL:4023043	L5/6 near-projecting glutamatergic neuron of the primary motor cortex		https://doi.org/10.1016/j.cell.2021.04.021						n156	CTX-HPF 275-277	NP PPP	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_541	NP SUB	NP SUB	class_label:de8ed2ce0f	Glutamatergic	subclass_label	CL:4023043	L5/6 near-projecting glutamatergic neuron of the primary motor cortex		https://doi.org/10.1016/j.cell.2021.04.021						n153	CTX-HPF 271-274	NP SUB	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_subclass_label:753888bc28	L5/6 IT TPE-ENT	L5/6 IT TPE-ENT	class_label:de8ed2ce0f	Glutamatergic	subclass_label	CL:4023041	L5 extratelencephalic projecting glutamatergic cortical neuron														
CS202106160_486	L2 IT ENTm	L2 IT ENTm	class_label:de8ed2ce0f	Glutamatergic	subclass_label	CL:4023040	L2/3-6 intratelencephalic projecting glutamatergic neuron		https://doi.org/10.1016/j.cell.2021.04.021						n98	CTX-HPF 146-150	L2 IT ENTm	Cortical plate; Hippocampal formation	none; none	Zizhen Yao	CCN202106160
CS202106160_class_label:de8ed2ce0f	Glutamatergic	Glutamatergic			class_label																
CS202106160_class_label:b7c6ca690a	Non-Neuronal	Non-Neuronal			class_label																
CS202106160_class_label:0ecf35ea0b	GABAergic	GABAergic			class_label																
